PostcodeA,PostcodeB,Distance,Group
4754,9074,0.11352869096723645,2016
1716,2406,0.11360852007370904,2016
5632,6465,0.11864749875959978,2016
1102,2521,0.12370001676484836,2016
1035,5213,0.12761373211948873,2016
1484,6438,0.1285334970993039,2016
3253,4133,0.14254866944158426,2016
1683,9699,0.14466572061499122,2016
5172,5237,0.1487067895101927,2016
3703,5615,0.14979312311347448,2016
3033,6822,0.1531339959023172,2016
4875,6112,0.1544472408651162,2016
2157,9884,0.15798384850027491,2016
7734,8256,0.1607715945590863,2016
1691,3055,0.1621628288204449,2016
2105,8303,0.16341898083268921,2016
5371,9133,0.16404163713874323,2016
3381,3451,0.16531343242246552,2016
3172,9409,0.16683215492158351,2016
1097,1212,0.16697433772937678,2016
5527,8629,0.16812906191242855,2016
6077,8701,0.16883167161879373,2016
4221,6333,0.16979163510936243,2016
5453,7482,0.1704282335483967,2016
2036,3355,0.17129930083559655,2016
5871,9871,0.17242541907576273,2016
2162,4105,0.17377042460525394,2016
1613,6446,0.17534043034216834,2016
2032,3074,0.17860341626132809,2016
3704,5402,0.18092268436775957,2016
5709,9495,0.18140301658609587,2016
6235,7831,0.18213333488060188,2016
3067,4204,0.18281926889058167,2016
1742,6921,0.18478539206210012,2016
1609,6917,0.012920254298750032,2017
8212,8935,0.024752206815808624,2017
7201,7261,0.02742133117652669,2017
2811,5109,0.042966969119486595,2017
1749,6001,0.04983222706233683,2017
5512,8601,0.05949519478066825,2017
4043,6063,0.05973021788437311,2017
2771,7215,0.06686106748506901,2017
4157,7936,0.07390181997802486,2017
1702,8072,0.07626412694718501,2017
3738,4811,0.08059392826331938,2017
2421,6576,0.08679707996574076,2017
6174,6267,0.09166647239525771,2017
8433,9561,0.0960252878811078,2017
1060,3137,0.09683594433356194,2017
7426,9999,0.09825374766385424,2017
1628,3072,0.09985850489724124,2017
1825,3822,0.10417588752880166,2017
3922,5911,0.11178390021868048,2017
1017,7121,0.11471920519710398,2017
3062,6109,0.11596032614491142,2017
1353,5235,0.12103577330504353,2017
3708,9521,0.12184581904616323,2017
2851,8061,0.1246714794778813,2017
3833,4873,0.13065610639466008,2017
1679,6942,0.13081907266760312,2017
1963,6535,0.13090876962593206,2017
1816,7823,0.13475221142703248,2017
3828,8251,0.1353005778577684,2017
5491,7161,0.13707333372437808,2017
1433,3371,0.13786859789053976,2017
3112,3524,0.13811386520086422,2017
4819,5213,0.13935657806366966,2017
9601,9617,0.14032725033194496,2017
3731,7442,0.1469630302615681,2017
6901,8748,0.14796920718054918,2017
1759,7413,0.14818190669814355,2017
5215,6538,0.1579645548790632,2017
3206,3826,0.1606278148433653,2017
4284,5988,0.1611280418849133,2017
4634,5503,0.16139630256042942,2017
2561,6417,0.16341124746401797,2017
8121,8506,0.16626917156625662,2017
3453,3995,0.16711587250402218,2017
2251,3721,0.16784504788342328,2017
3021,5912,0.16915070305299354,2017
1695,5652,0.17315556867381118,2017
3773,4141,0.1738896037670354,2017
7123,7813,0.17495215133296582,2017
1544,8806,0.17727620287379267,2017
3274,6222,0.029350655642849572,2018
6161,8151,0.03519373045602483,2018
5823,9964,0.035677144680720585,2018
7384,9121,0.038421496143129286,2018
9247,9291,0.04593258052361306,2018
3218,3991,0.07220809986445982,2018
1768,2441,0.08214148418737993,2018
3417,5165,0.08811514447863394,2018
2973,9628,0.09086969739949595,2018
1718,5663,0.09229960722640843,2018
2983,5233,0.09801349521131213,2018
3352,6412,0.10524559689557465,2018
3817,5646,0.1115789531633287,2018
8563,9288,0.11309148990406653,2018
2431,5161,0.1153332450288784,2018
3707,5871,0.12743883474632514,2018
2318,9207,0.12752852064074038,2018
2274,2283,0.12897540904696345,2018
5683,6678,0.13090629964293118,2018
3828,7463,0.13187149660794845,2018
2968,3844,0.1320492407581099,2018
3051,9745,0.13327207640591565,2018
9078,9591,0.13640375078425895,2018
4231,7064,0.13843754127251479,2018
3851,9089,0.13973494512004275,2018
3381,4005,0.1450524993363938,2018
6171,7553,0.14729385402056536,2018
1505,5689,0.14735113372688713,2018
7316,9882,0.15648641034331445,2018
1607,6657,0.1576882629708957,2018
3437,7545,0.1583615708419287,2018
2808,3953,0.16197471401507707,2018
1165,5708,0.163003518196726,2018
3521,5643,0.16654724924631442,2018
1034,1785,0.16989408046381957,2018
2628,2935,0.17089945482315422,2018
5347,6088,0.1713782431005169,2018
2811,6002,0.1731013552282647,2018
3907,6277,0.17687797420684348,2018
5345,5682,0.18180308509784585,2018
1944,2802,0.18259118558055523,2018
6019,6281,0.18263482340363632,2018
6467,8501,0.18776505678772407,2018
4209,8308,0.1913069783408074,2018
1405,9698,0.19210578171534382,2018
2023,8921,0.19215897403173413,2018
2622,4617,0.19298040178983047,2018
1711,7383,0.19627910876162008,2018
7451,8409,0.19772301287035304,2018
1451,7051,0.1993567617627359,2018
