PostcodeA,PostcodeB,Distance,Group
1393,6871,0.0004201680672366592,2015
4924,6703,0.0004208754208718801,2015
8721,9993,0.00042517006804132507,2015
1396,3971,0.00043859649122168776,2015
6438,8917,0.00043859649122168776,2015
8811,9178,0.00045225628159073494,2015
5963,6093,0.0004524886877845802,2015
3871,6981,0.0004637546375505508,2015
3608,7106,0.0004788277555221043,2015
2968,8861,0.0004999589860261722,2015
1221,7311,0.0005102040816211684,2015
1483,2104,1.4210854715202004e-14,2016
1483,9331,1.4210854715202004e-14,2016
2026,3284,1.4210854715202004e-14,2016
2611,5506,1.4210854715202004e-14,2016
5985,9294,1.4210854715202004e-14,2016
5844,9657,2.842170943040401e-14,2016
5224,6713,7.832915576955202e-05,2016
3881,5439,9.018164732310652e-05,2016
1853,8043,0.00011246063878189716,2016
1404,7004,0.0001515151515150137,2016
1749,6531,0.00015527950310456617,2016
6531,7157,0.00015527950310456617,2016
3852,9147,0.00016025641025407822,2016
4021,4261,0.0001811594202933975,2016
1742,9717,0.00018939393937955629,2016
6416,7135,0.00020434227332088994,2016
7205,7413,0.00021978021977986373,2016
2435,3621,0.00022492127754958346,2016
1131,9503,0.0002587991718314697,2016
9172,9902,0.00026709401709013036,2016
9254,9415,0.0002828054298618099,2016
1441,5711,0.00031565656564680467,2016
6982,8264,0.00032679738562535476,2016
7137,9621,0.0003375897788657767,2016
6089,9629,0.0003663003663092468,2016
5313,8124,0.0003958104981052202,2016
2629,3626,0.0003978550423937577,2016
4771,9985,0.00040106951871621277,2016
4942,5704,0.00040106951871621277,2016
4759,6711,0.00040786262346159674,2016
1844,6027,0.00040999180018275183,2016
1035,3231,0.00047438330170734844,2016
6677,9801,0.0004761904761920732,2016
2064,9008,0.00048076923076223466,2016
4194,9207,0.000498712655229383,2016
1093,2134,0.0005041436892128104,2016
1906,8394,0.0005194691810856966,2016
1043,7045,0.0005788441429785962,2016
1424,8239,0.0006265664160451934,2016
4285,8701,0.000649350649354119,2016
3534,5591,0.0006763285024220522,2016
4043,9969,0.0006818181818175617,2016
7044,8404,0.0006858178053761321,2016
1777,9153,0.000699091181473932,2016
4664,6436,0.0007215007214966818,2016
3425,8095,0.0007215803472035986,2016
2925,3253,0.0007912426315712651,2016
6591,6712,0.0007936507936676662,2016
3203,5237,0.0008169934640491761,2016
3273,9201,0.0008169934640562815,2016
6165,7136,1.4210854715202004e-14,2017
3645,6911,8.738840222122235e-06,2017
8611,9735,2.5133471964977616e-05,2017
8252,8561,3.501400559002832e-05,2017
5962,8624,4.470801130196378e-05,2017
2593,3432,4.6314863176633025e-05,2017
3316,7711,6.093544136831497e-05,2017
3073,4708,0.00013890569641006323,2017
5243,9501,0.00013941102757542012,2017
9481,9901,0.00014239028945439713,2017
1096,5527,0.00015873015873069107,2017
5375,8624,0.00017268329304442886,2017
5615,6551,0.00017565359476634512,2017
5306,8101,0.00021671826625890844,2017
